ControlQ_NoKidsQ1_1,N0to5yrold,N6to11yrold,N12to17yrold,Ep_Q1_l1,Ep_Q1_l2,Ep_Q1_l3,Quota_Childfocus0to5,Quota_Childfocus_6to11,Quota_Childfocus_12to17,Gender,Sibling_order,Parent_gender,Parent_birthyear_MISSING,Parent_birthyear,Eductaion_scale,Household_income,Region_of_residence,Access_smartphone,Access_tablet,Access_TV,Access_PCconsole,Access_other,Wor_presence,Wor_time_w_friends,Wor_WHO5_rested,Wor_WHO5_activityandenergy,Wor_WHO5_interestingdays,Wor_delayed_gratification,Wor_empathy,Wor_imagination,Wor_PLAY_imaginary,Wor_play_free_play,Wor_physical_activity_health,Q11_PLAY_physical,Wor_WHO5_happiness_mood,Wor_concentrate,Wor_creativity,Wor_learning_school_care,Wor_PLAY_object,Worr_play_adultinitiated,Wor_PLAY_rulebased,Wor_motorskills,Wor_attention,Wor_WHO5_calm_relaxation,Wor_resilience,Wor_self_discipline,Wor_socialskills,Wor_social_relations,Wor_sleep,Wor_language,Wor_stress,Wor_PLAY_symbolic,Wor_time_family,Wor_time_creativity,Wor_time_leisure_activities,Wor_time_schoolwork,Wor_conflicts_at_home,Wor_addiction,Wor_bullying,Wor_loneliness,Wor_somethingelse,Freetext_worry,Freetext_worry_string,WORRY_general,problem_smartphone,problem_ipad,problem_tv,problem_comp,problem_forælder_skærmfb,Parent_action_LIMIT_Q16,Parent_action_SUPPORT_Q17,forælder_begrænse,forælder_støtte,forælder_egne_skærme,forælder_tid_opmærksomhed,skærmtid_regler,skærmtid_regler_TXT,Agency_Uncertainty_Q19,Agency_Lack_of_information_Q20,Agency_screens_positive_functionQ21,Max_1Q22_1_resp,Max_Q22_2_resp,Max_Q22_3_resp,Max_Q22_4_resp,Max_Q22_5_resp,Max_Q22_6_resp,neuromyte_1_F,neuromyte_2_S,neuromyte_3_S,neuromyte_4_F,neuromyte_5_F,neuromyte_6_F,neuromyte_7_S,neuromyte_8_S,neuromyte_9_F,neuromyte_10_F,neuromyte_11_S,neuromyte_2_S_correct,neuromyte_3_S_correct,neuromyte_7_S_correct,neuromyte_8_S_correct,neuromyte_11_S_correct,Neuromyte_1_F_correct,Neuromyte_4_F_correct,neuromyte_5_F_correct,neuromyte_6_F_correct,neuromyte_9_F_correct,neuromyte_10_F_correct,Neuromyths_correct,True_Neuromyths_correct,False_Neuromyths_correct,False_neuromyths_believed,Maximization,Play_focus,Age_group,N_children,Oldest_child,Education_collegelevel_yn,Parent_age,Worry_level
0,0,1,1, ,1,1,0,0,1,2,1,1,1,1975,4,2,3,1,0,1,1,0,4,6,5,6,6,6,5,4,6,6,6,6,5,4,4,6,6,6,6,5,6,4,6,6,6,6,4,6,6,4,6,6,6,6,6,6,6,6, ,1,Ja at opleve verden med sine egen øjne istedet for at se det på en computer,7,5, ,3,4,6, , ,6,3,6,6,1,2 timer om dagen,1,5,5,6,6,1,6,1,6,2,2,1,1,1,2,1,2,2,1,1,0,1,1,0,1,1,0,0,1,1,0,.545454545454545,.6,.5,.5,4.33333333333333,5.6,3,2,3,1,43,6
0,0,0,1, , ,1,0,0,1,1,4,1,1,1970,4,2,5,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,1,Ja alt,7,6,6,6,6,3, , ,6,6,6,6,1,Ingen,2,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,.545454545454545,0,1,0,6,6,3,1,3,1,48,6
0,0,0,1, , ,1,0,0,1,1,3,1,1,1962,4,11,1,1,1,1,1,0,6,5,6,4,5,5,5,5,6,6,4,5,3,2,2,2,6,4,4,4,2,6,3,4,6,6,6,3,5,6,5,5,2,4,2,2,2,2, ,1,"Hvis relationer bliver dyrket mere digitalt end personligt, så vil børnene mangle fundamentale social kompetencer og konfliktsløsningsredskaber når de ikke i tide har oplevet at blive 3.-4. valg til fodboldholdene på vejen eller hvem der er accepteret 'dommer' til rundboldkampen etc.",4,4,3,5,1,3, , ,4,3,1,1,2, ,3,2,4,2,1,5,1,6,4,2,1,2,2,1,1,1,1,1,2,2,1,0,1,1,0,1,1,0,0,0,1,.545454545454545,.6,.5,.5,3.16666666666667,5.4,3,1,3,1,56,3
0,0,1,0, ,1, ,0,1,0,2,3,1,1,1946,7,4,1,1,1,1,1,0,4,3,3,4,4,3,2,3,3,4,4,4,3,3,3,3,4,5,3,3,4,3,3,4,3,3,3,2,3,3,4,4,5,4,4,4,3,3, ,1,Højtlæsning,5,2,5,1,2,1, , ,3,4,1,2,2, ,4,5,4,1,1,3,4,1,1,1,2,1,1,1,1,1,1,2,2,2,0,1,1,1,0,0,0,0,0,1,1,.454545454545455,.6,.333333333333333,.666666666666667,1.83333333333333,3.4,2,1,2,2,72,4
0,0,1,0, ,2, ,0,1,0,1,3,1,1,1976,5,5,1,0,1,1,1,0,6,5,6,6,5,5,6,4,4,6,6,6,6,6,5,5,6,6,3,6,6,6,5,4,6,6,6,3,6,6,6,5,6,5,5,6,2,5, ,1,Har I nævnt humøret?,3, ,2,1,2,4, , ,6,4,2,4,1,"Skærmtid tirs-, tors- og lørdag morgen, og søndag eftermiddag",1,1,4,2,4,3,2,4,3,2,2,2,2,1,1,1,2,2,1,1,0,0,1,0,1,1,1,0,0,1,0,.454545454545455,.4,.5,.5,3,5,2,1,2,2,42,2
0,0,0,1, , ,1,0,0,1,2,3,1,1,1963,6,12,1,1,1,1,1,0,6,4,4,4,4,5,4,5,4,4,5,4,4,5,5,6,4,4,4,5,5,4,5,4,5,4,5,5,5,4,4,4,4,5,4,5,4,6, ,1,Fysisk aktivitet. Udenfortid (at opholde sig ude). Naturoplevelser. Opdagelse. Cykling i naboskabet. At lære nye børn at kende.,5,4,4,3,4,2, , ,3,4,1,3,1,Feks spise sammen.,6,4,4,3,4,3,3,3,4,1,1,2,2,1,1,1,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,.363636363636364,.6,.166666666666667,.833333333333333,3.33333333333333,4,3,1,3,2,55,4
0,0,0,1, , ,1,0,0,1,2,3,1,1,1966,6,8,3,1,1,1,1,0,2,1,1,2,1,4,1,1,1,3,4,2,2,2,2,2,1,4,2,4,2,4,4,2,4,4,4,1,5,1,1,1,1,2,1,2,5,2, ,1,Fravær i de sociale cirkler via skærmen svarer til fravær i den fysiske verden.
Dette kan medføre mobning blandt min datter og hendes veninder i klassen.
Uden smartphone er man ikke med / indenfor i varmen ....,5,4,4,1,1,4, , ,4,3,5,5,1,Ingen skærm 45 minutter før sengetid for nogen af os ....,1,1,5,3,2,5,1,5,4,2,2,1,2,1,1,2,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,.454545454545455,.6,.333333333333333,.666666666666667,3.33333333333333,1.4,3,1,3,2,52,4
0,0,0,1, , ,2,0,0,1,1,3,1,1,1955,5,8,4,1,1,1,1,1,5,4,5,6,5,3,4,4,2,6,6,6,4,4,4,2,6,4,6,5,5,4,5,3,5,4,4,3,4,3,4,5,6,4,4,5,3,5, ,1,"Forståelse for andre dele af verden
Forståelse for naturen, miljø, klima",5,4,2,4,4,5, , ,4,3,4,5,2, ,3,3,4,3,3,5,2,4,5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,.727272727272727,1,.5,.5,3.66666666666667,4.6,3,1,3,2,63,4
0,0,1,0, ,1, ,0,1,0,1,2,1,1,1982,3,2,4,1,1,1,1,0,3,4,2,2,2,2,4,3,2,5,3,2,2,4,2,2,3,3,2,2,3,2,3,2,4,4,2,3,3,2,3,2,2,3,2,4,1,3, ,1,Forældrenes evne til at interagee med barnet.,3,2,2,2,2,3, , ,5,2,3,4,1,Der er specifike tider man kan se fjernsyn/spille tablet og det er indenfor en specifik tidsramme.,4,3,5,2,3,1,5,4,2,2,1,2,2,1,2,1,1,2,2,1,1,0,1,1,1,1,1,0,1,1,1,.818181818181818,.8,.833333333333333,.166666666666667,2.83333333333333,2.2,2,1,2,1,36,2
0,0,0,1, , ,1,0,0,1,1,4,1,1,1956,3,3,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1, ,1,Folks evne til unødig bekymring på børnenes vegne,2,1,1,1,1,1, , ,1,1,1,1,2, ,1,1,6,2,1,2,6,1,2,2,1,2,2,2,1,1,1,2,2,1,1,0,1,1,1,1,1,1,0,1,1,.818181818181818,.8,.833333333333333,.166666666666667,2.33333333333333,1.4,3,1,3,1,62,1
0,1,0,0,2, , ,1,0,0,2,1,2,1,1991,2,2,3,1,1,1,0,0,6,6,5,5,5,6,6,6,5,6,6,5,5,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,6,6,6,5,6,5,5, ,1,Familien.,6,5,5,5, ,5, , ,5,5,5,5,2, ,5,5,5,5,5,5,5,5,5,2,1,1,2,1,1,2,1,1,1,2,1,1,0,1,0,1,1,0,0,0,0,.454545454545455,.6,.333333333333333,.666666666666667,5,5.2,1,1,1,1,27,5
0,0,0,1, , ,2,0,0,1,1,1,1,1,1960,3,9,2,1,1,1,1,0,3,2,4,5,4,3,3,4,4,4,3,5,2,3,4,2,3,3,3,4,4,2,2,3,3,3,4,3,3,4,4,2,4,4,2,3,2,3, ,1,Evnen/lysten til at læse en bog!,3,2,2,1,2,1, , ,2,2,2,3,2, ,3,2,5,5,2,3,5,4,2,2,1,2,1,1,1,1,1,2,1,1,1,0,1,1,1,1,0,0,0,1,0,.545454545454545,.8,.333333333333333,.666666666666667,3.5,3.8,3,1,3,1,58,2
0,0,1,1, ,1,3,0,1,0,2,2,2,1,1977,4,2,3,1,1,1,1,0,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,3,5,3,5,5,5,5,4,5,6,5,5,4,3,5,5,5,5,5,5,5,3,5, ,1,Evnen til at skelne mellem hvad der er realistisk og hvad der ikke er.
De kan selv blive voldelige hvis de spiller voldsspil.
De forstår ikke at deres handlinger kan få konsekvenser.,2,3,1,1,1,2, , ,6,3,1,1,1,"Fjernsyn er noget man ser hvis det regner eller man er syg. Tablet, computer og mobil spiller man på 30 minutter om dagen, og ud over det, må computeren kun bruges til lektier. Når vi spiser eller har gæster må man besvare opkald, og sms'er, snaps, og messenger må vente.",1,3,4,1,3,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,.727272727272727,1,.5,.5,1.5,5.2,2,2,3,1,41,1
0,0,0,1, , ,1,0,0,1,2,4,2,1,1966,6,5,5,1,1,1,0,0,6,4,1,4,5,3,2,4,2,6,5,6,3,5,4,2,6,4,6,6,6,5,4,3,4,4,4,1,5,6,6,4,4,4,2,6,1,5, ,1,Evnen til at kede sig. Der skal hele tiden ske noget. Dvs uvant med kedelig fordybelse.,5,1,4,1, ,2, , ,3,3,1,3,2, ,1,1,6,1,4,3,4,1,1,2,2,2,2,1,1,1,2,1,2,2,0,0,1,0,0,1,1,0,0,0,1,.363636363636364,.2,.5,.5,2.33333333333333,5.2,3,1,3,2,52,4
0,0,0,1, , ,1,0,0,1,2,3,2,1,1967,5,5,4,1,1,1,1,0,5,4,5,6,5,4,3,3,5,6,6,6,6,6,3,5,6,4,3,6,5,6,3,3,3,2,5,5,6,3,6,3,6,5,4,6,5,5, ,1,Evnen til at fordybe sig,6,5,1,1,6,1, , ,1,1,1,2,1,Routeren og dvs wifi er slukket kl 22.00 på hverdage,1,2,4,1,2,5,4,5,1,1,2,1,2,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,.545454545454545,.8,.333333333333333,.666666666666667,3,4.6,3,1,3,2,51,5
0,0,0,1, , ,1,0,0,1,2,3,1,1,1961,4,11,3,1,0,1,1,0,6,3,6,6,6,4,3,3,4,6,6,6,5,5,3,5,5,5,6,3,6,6,6,6,5,4,6,3,3,4,5,5,4,3,3,6,4,4, ,1,Evne til at aflæse kropssprog og mimik,7,5, ,3,5,5, , ,2,4,3,5,2, ,6,5,1,4,4,2,4,2,2,1,2,2,1,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,.181818181818182,.4,0,1,3,5,3,1,3,1,57,6
0,0,0,1, , ,1,0,0,1,2,4,2,1,1976,5,10,4,1,1,1,1,0,6,6,5,5,5,6,6,5,5,5,6,5,5,6,6,4,5,5,5,6,6,5,6,6,6,5,5,6,6,5,5,6,6,5,2,6,4,6, ,1,"Erfaringer med virkeligheden verden generelt
Selvtillid og selvfølelse, da barnet spejler sig i idealer og polerede modeller",4,4,2,3,1,1, , ,2,4,1,1,1,"Vi bruger ikke skærme, når vi er sammen som familie i hverdagen eller når vi er til arrangementer, fester på udflugter mm. Vi bruger kun skærme, når vi er alene eller under transport",1,1,2,1,1,2,1,4,1,1,2,2,2,2,1,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,1,.545454545454545,.6,.5,.5,1.66666666666667,5,3,1,3,2,42,3
0,1,0,0,1, , ,1,0,0,2,4,2,1,1991,1,2,4,0,1,1,1,1,5,5,3,5,5,5,4,4,4,5,5,6,5,2,4,3,5,3,5,6,4,3,4,4,5,6,4,3,3,2,5,4,5,2,3,5,4,1, ,1,Det nære forhold mellem barn og forældre.,3, ,3,3,1,2, , ,6,5,5,2,1,At man må bruge tablet så længe man stadig socialt er med og ikke er lukket af. Når der kobles af efter børnehave mens de voksne laver mad et tablet tilladt,1,5,2,1,5,6,2,6,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,.454545454545455,.8,.166666666666667,.833333333333333,3.5,4.4,1,1,1,1,27,2
0,0,1,1, ,1,1,0,1,0,1,3,1,1,1975,6,6,2,0,0,0,1,0,6,4,6,6,6,6,4,6,6,5,6,6,6,6,6,6,5,4,5,6,6,6,5,6,6,6,6,6,5,6,6,6,5,6,4,6,3,5, ,1,Det danske ordforråd.,2, , , ,2,4, , ,6,2,4,4,1,"Børnene har ikke lov at låne min computer, uden at have fået lov. De må ikke spille, hvis vi har familiebesøg.",1,2,2,1,3,3,4,6,5,2,1,2,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,0,0,1,.636363636363636,.8,.5,.5,3.66666666666667,5.6,2,2,3,2,43,1
0,0,0,1, , ,1,0,0,1,2,3,2,1,1962,5,5,1,1,1,1,1,0,2,1,4,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,1, ,1,Det at være online 24/7,4,3,2,1,1,1, , ,1,4,1,1,2, ,1,1,5,1,1,2,1,4,3,2,2,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,.636363636363636,.8,.5,.5,2,1,3,1,3,2,56,3
0,0,0,1, , ,1,0,0,1,1,3,1,1,1967,5,5,4,1,1,1,1,0,3,2,5,4,3,3,3,3,2,3,2,4,2,3,2,2,2,4,3,2,4,4,2,3,3,2,5,1,3,1,5,3,3,4,4,2,2,2, ,1,"Det afhænger meget af hvilken barn det drejer sig om, og hvordan forældrene takler udfordringen",5,2,2,1,2,1, , ,2,5,1,2,1,"Vi snakker om tingene, og aftaler regler løbende. Samtidigt er vores søn meget aktiv som fodboldspiller 10-12 timer ugentligt, og har mange andre soveaftaler og andre aftaler med kammeraterne",1,1,6,1,5,4,4,4,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,0,0,0,0,0,1,1,0,.454545454545455,.6,.333333333333333,.666666666666667,3.33333333333333,2.4,3,1,3,2,51,4
0,0,0,1, , ,1,0,0,1,2,3,1,2, ,5,12,1,1,1,1,1,0,5,3,4,5,3,4,5,4,4,5,6,4,1,1,4,1,3,4,4,6,3,4,3,4,5,4,5,6,2,3,3,2,6,2,1,6,4,4, ,1,Børns sociale kompetencer samt fysiske samvær og lege med andre børn.,2,3,2,1,1,1, , ,4,4,1,1,1,Hvilke socialemedier der må bruges samt hjemmesider. Skolearbejede og pligter og idræt kommer i første række.,1,3,5,1,1,4,1,4,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,0,1,1,1,1,0,1,0,.727272727272727,.8,.666666666666667,.333333333333333,2.16666666666667,3.6,3,1,3,2, ,1
0,1,0,0,2, , ,1,0,0,1,1,2,1,1988,5,7,4,1,1,1,0,0,5,4,2,5,4,4,5,4,5,5,4,5,4,4,4,2,5,2,5,5,5,5,5,4,4,5,3,3,5,2,4,5,2,5,5,5,2,3, ,1,Barnets hjælpsomhed If.eksmadlavning. Oplever til. Som familen f.ekstageridyrepark,2,1,1,2, ,2, , ,6,4,1,1,1,"Vi sætter en klokke på en halv time, når børnene spilleripad.",1,1,2,1,4,4,2,4,4,2,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,.636363636363636,.8,.5,.5,3.16666666666667,4.4,1,1,1,2,30,1
0,1,0,0,2, , ,1,0,0,1,1,2,1,1986,2,12,4,0,1,1,0,0,6,6,6,6,6,4,6,5,6,6,6,6,6,5,6,6,6,6,5,6,6,5,6,5,6,5,6,6,5,6,6,6,6,5,4,6,4,6, ,1,"Barnets evne til at mærke sig selv og sin krop. Følelser: er man ked, sur, glad... snakken om hvordan det føles at være det.
Barnets evne til at blive renlig. Ku forestille mig vores ældste søn ikke havde tid til at gå på toilet og tissechvis han var optaget af en skærm. Svært ved at mærke egne behov.",2, ,1,2, ,2, , ,6,1,4,5,1,Aftales fra gang til gang,1,2,4,4,2,2,6,3,1,1,2,2,2,1,2,1,2,1,1,1,0,0,1,0,1,0,1,0,1,0,0,.363636363636364,.4,.333333333333333,.666666666666667,3,5.8,1,1,1,1,32,1
0,0,0,1, , ,3,0,0,1,1,2,2,1,1967,6,5,1,0,0,0,1,0,3,1,1,4,4,4,2,4,2,4,3,2,4,4,4,6,4,1,4,4,4,4,3,2,2,2,1,5,3,5,4,4,2,3,3,2,2,1, ,1,"At den store brug af digitale redskaber i skolen hæmmer børns indlæring. Håndskrift er vigtig for kreativitet, indlærng generelt og retstavning.",5, , , ,4,4, , ,2,1,3,4,1,Ingen spil efter aftensmaden,3,1,3,3,2,3,3,2,1,1,1,2,2,1,2,1,1,2,2,1,1,0,1,1,1,0,1,0,1,1,1,.727272727272727,.8,.666666666666667,.333333333333333,2.33333333333333,3.4,3,1,3,2,51,4
0,0,0,1, , ,1,0,0,1,2,3,2,1,1967,5,8,3,1,0,1,1,0,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,6,4,4, ,1,Almindelig forståelse af sig selv u verden,2,2, ,1,1,1, , ,4,3,1,1,2, ,1,1,4,3,6,2,1,4,2,2,2,2,2,1,2,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,.545454545454545,.6,.5,.5,3,6,3,1,3,2,51,1
0,0,0,1, , ,1,0,0,1,2,4,1,1,1948,6,3,1,1,1,1,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,4,6,6,3,6, ,1,Ændrer hjernen og dens udvikling permanent,6,6,5,3, ,5, , ,2,3,5,6,3, ,1,5,1,3,1,5,2,4,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,0,1,1,0,0,0,0,1,.545454545454545,.8,.333333333333333,.666666666666667,2.66666666666667,6,3,1,3,2,70,5
0,1,1,0,1,1, ,0,1,0,1,1,2,1,2000,3,4,3,0,1,1,0,0,3,3,3,4,3,3,4,2,6,4,3,5,5,6,1,5,6,6,6,1,5,4,3,3,2,1,2,4,2,5,3,3,4,6,1,1,1,1, ,3, ,4, ,3,4, ,5, , ,2,3,2,4,2, ,3,3,3,5,2,3,1,6,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,0,1,1,1,0,0,1,.727272727272727,.8,.666666666666667,.333333333333333,3,5.6,2,2,2,1,18,3
0,1,0,0,1, , ,1,0,0,1,4,1,1,1976,4,6,5,0,0,1,0,0,3,2,4,3,3,3,3,2,4,3,1,5,2,3,3,3,2,2,2,3,4,3,3,4,1,2,3,2,3,3,3,4,3,4,3,1,2,1, ,3, ,5, , ,5, ,3, , ,4,1,3,2,2, ,3,2,5,2,2,3,4,5,3,1,2,2,1,1,1,2,1,2,2,1,0,0,0,1,1,0,0,0,0,1,1,.363636363636364,.4,.333333333333333,.666666666666667,3.16666666666667,3.2,1,1,1,1,42,4
0,0,1,1, ,1,1,0,0,1,1,1,1,1,1974,1,3,3,1,1,1,1,0,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4, ,3, ,5,4,4,4,4,1, , ,4,4,1,2,3, ,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,.454545454545455,.8,.166666666666667,.833333333333333,3.83333333333333,4,3,2,3,1,44,4
0,1,1,0,1,1, ,0,1,0,2,1,1,1,1979,4,6,4,1,1,1,1,0,4,3,4,3,4,4,3,4,4,4,4,4,3,3,4,3,4,3,4,4,4,3,4,4,4,4,2,4,3,3,3,4,3,3,4,4,3,4, ,2, ,5,3,4,2,1,4, , ,4,4,4,4,2, ,4,4,4,4,3,3,4,4,3,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,.181818181818182,.4,0,1,3.5,3.8,2,2,2,1,39,4
0,1,0,1,1, ,1,0,0,1,1,1,1,1,1984,6,8,2,0,0,1,0,0,6,6,6,6,6,5,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,6,4,6,4,4,5,6,4,4,4,4,6,4,6,6,6,6, ,2, ,7, , ,5, ,5, , ,6,5,6,6,1,mandag er totalt skærmfri,4,1,4,6,5,6,6,6,5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,.727272727272727,1,.5,.5,5.66666666666667,4,3,2,3,2,34,6
0,0,0,1, , ,1,0,0,1,1,3,1,1,1975,3,11,4,1,1,1,1,0,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,1,3,3,3,3,3,3,3,3, ,2, ,3,3,3,3,3,2, , ,2,4,3,4,2, ,2,2,2,3,2,2,3,4,3,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,0,1,1,1,0,1,1,.818181818181818,.8,.833333333333333,.166666666666667,2.83333333333333,2.6,3,1,3,1,43,2
0,1,0,0,2, , ,1,0,0,2,1,1,1,1991,3,3,5,0,1,0,0,0,4,2,3,5,3,4,4,4,5,6,3,5,4,1,4,4,3,5,5,2,4,4,4,3,4,4,4,4,3,4,4,2,2,1,3,5,5,4, ,2, ,3, ,2, , ,3, , ,4,4,3,4,2, ,1,2,2,1,4,1,4,1,1,1,2,2,2,1,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,1,1,.545454545454545,.6,.5,.5,2,4.4,1,1,1,1,27,2
0,0,1,0, ,1, ,0,1,0,1,4,1,1,1990,5,4,4,0,1,1,1,0,4,3,4,4,4,3,2,3,3,3,4,4,3,3,3,2,3,3,3,3,4,3,3,3,4,5,2,3,3,3,4,3,3,2,3,4,3,3, ,2, ,2, ,1,2,2,1, , ,6,5,1,1,1,Man skal udenfor inden elektroniske apparater tages i brug. Elentroniske apparater slukkes 1 time før sengetid.,3,1,4,2,2,4,5,5,3,2,2,2,2,1,1,2,1,1,2,1,0,0,0,1,1,1,1,0,0,0,1,.454545454545455,.4,.5,.5,3.5,3.2,2,1,2,2,28,1
0,0,1,1, ,1,1,0,0,1,2,1,1,1,2005,6,11,1,1,1,1,1,0,5,3,4,4,5,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,5,4,3,3,3,4,4,4,4,4,4,4,3,3,4,5,4,2, ,3, ,5,5,2,2,1,4, , ,3,4,3,5,2, ,3,3,3,4,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,0,1,1,1,1,1,1,0,1,1,.818181818181818,.8,.833333333333333,.166666666666667,2,4,3,2,3,2, ,4
0,1,0,0,1, , ,1,0,0,2,1,1,1,1985,5,6,1,1,1,1,1,0,5,5,6,6,5,5,5,6,5,6,6,6,4,5,6,4,6,5,6,4,5,5,5,5,5,5,6,6,5,5,6,6,6,5,6,6,3,4, ,3, ,7,5,6,6,4,6, , ,4,4,5,6,2, ,4,6,1,6,5,2,5,4,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,0,1,1,1,0,0,0,1,.636363636363636,.8,.5,.5,3.83333333333333,5.6,1,1,1,2,33,6
0,1,0,0,1, , ,1,0,0,1,4,1,1,1978,1,3,5,0,1,1,0,0,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2, ,2, ,2, ,1,3, ,6, , ,2,2,2,2,2, ,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,0,0,1,0,.545454545454545,.6,.5,.5,1.66666666666667,2.6,1,1,1,1,40,1
0,1,1,1,1,1,1,0,1,0,2,2,1,1,1989,6,10,2,1,1,1,1,0,4,5,3,5,4,1,6,3,4,6,6,4,4,6,3,2,4,4,4,6,6,4,3,3,5,6,3,3,6,4,4,3,2,6,4,4,4,4, ,3, ,5,4,4,4,4,4, , ,4,4,4,4,1,hvor længe af gangen,3,3,4,4,4,4,4,4,4,2,1,2,2,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,.454545454545455,.6,.333333333333333,.666666666666667,4,4,2,3,3,2,29,4
0,1,0,1,1, ,1,1,0,0,1,3,1,1,1971,3,5,4,1,1,1,0,0,5,4,2,5,5,5,4,2,3,3,5,5,2,4,2,4,4,3,4,4,3,3,4,4,5,5,4,3,3,4,4,4,4,3,3,5,3,5, ,2, ,5,1,4,5, ,3, , ,3,3,3,5,2, ,4,5,4,3,3,4,4,4,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,0,1,1,1,0,1,1,1,.818181818181818,.8,.833333333333333,.166666666666667,3.33333333333333,4,1,2,3,1,47,4
0,0,1,0, ,2, ,0,1,0,1,2,1,1,1980,4,5,5,1,1,0,1,0,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,3,3,4,5,4,4,4,4,3,4,4,5,4,3, ,3, ,3,6,6, ,6,2, , ,4,4,4,5,2, ,4,4,4,4,4,6,4,3,5,2,1,1,1,2,1,2,1,2,1,1,1,1,0,1,1,1,0,1,0,1,0,.636363636363636,.8,.5,.5,4.33333333333333,3.6,2,1,2,1,38,2
0,0,0,1, , ,2,0,0,1,2,3,1,1,1973,4,5,4,1,1,1,1,0,4,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,4,4,1,3,1,1,1,1,2,4,1,1,1,3,1,1,1,1,4,1,1, ,2, ,2,1,1,1,1,1, , ,2,2,1,1,2, ,1,1,6,1,2,2,4,6,4,2,2,1,2,2,1,1,2,1,1,1,0,1,1,0,1,1,1,1,0,0,0,.545454545454545,.6,.5,.5,3.16666666666667,2.4,3,1,3,1,45,1
